date_key,full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_of_week,day_name,is_weekend,is_month_end,is_quarter_end,is_year_end
2024-08-16,2024-08-16,2024,3,8,August,33,16,5,Friday,False,False,False,False
2024-08-17,2024-08-17,2024,3,8,August,33,17,6,Saturday,True,False,False,False
2024-08-18,2024-08-18,2024,3,8,August,33,18,7,Sunday,True,False,False,False
2024-08-19,2024-08-19,2024,3,8,August,34,19,1,Monday,False,False,False,False
2024-08-20,2024-08-20,2024,3,8,August,34,20,2,Tuesday,False,False,False,False
2024-08-21,2024-08-21,2024,3,8,August,34,21,3,Wednesday,False,False,False,False
2024-08-22,2024-08-22,2024,3,8,August,34,22,4,Thursday,False,False,False,False
2024-08-23,2024-08-23,2024,3,8,August,34,23,5,Friday,False,False,False,False
2024-08-24,2024-08-24,2024,3,8,August,34,24,6,Saturday,True,False,False,False
2024-08-25,2024-08-25,2024,3,8,August,34,25,7,Sunday,True,False,False,False
2024-08-26,2024-08-26,2024,3,8,August,35,26,1,Monday,False,False,False,False
2024-08-27,2024-08-27,2024,3,8,August,35,27,2,Tuesday,False,False,False,False
2024-08-28,2024-08-28,2024,3,8,August,35,28,3,Wednesday,False,False,False,False
2024-08-29,2024-08-29,2024,3,8,August,35,29,4,Thursday,False,False,False,False
2024-08-30,2024-08-30,2024,3,8,August,35,30,5,Friday,False,False,False,False
2024-08-31,2024-08-31,2024,3,8,August,35,31,6,Saturday,True,True,False,False
2024-09-01,2024-09-01,2024,3,9,September,35,1,7,Sunday,True,False,False,False
2024-09-02,2024-09-02,2024,3,9,September,36,2,1,Monday,False,False,False,False
2024-09-03,2024-09-03,2024,3,9,September,36,3,2,Tuesday,False,False,False,False
2024-09-04,2024-09-04,2024,3,9,September,36,4,3,Wednesday,False,False,False,False
2024-09-05,2024-09-05,2024,3,9,September,36,5,4,Thursday,False,False,False,False
2024-09-06,2024-09-06,2024,3,9,September,36,6,5,Friday,False,False,False,False
2024-09-07,2024-09-07,2024,3,9,September,36,7,6,Saturday,True,False,False,False
2024-09-08,2024-09-08,2024,3,9,September,36,8,7,Sunday,True,False,False,False
2024-09-09,2024-09-09,2024,3,9,September,37,9,1,Monday,False,False,False,False
2024-09-10,2024-09-10,2024,3,9,September,37,10,2,Tuesday,False,False,False,False
2024-09-11,2024-09-11,2024,3,9,September,37,11,3,Wednesday,False,False,False,False
2024-09-12,2024-09-12,2024,3,9,September,37,12,4,Thursday,False,False,False,False
2024-09-13,2024-09-13,2024,3,9,September,37,13,5,Friday,False,False,False,False
2024-09-14,2024-09-14,2024,3,9,September,37,14,6,Saturday,True,False,False,False
2024-09-15,2024-09-15,2024,3,9,September,37,15,7,Sunday,True,False,False,False
2024-09-16,2024-09-16,2024,3,9,September,38,16,1,Monday,False,False,False,False
2024-09-17,2024-09-17,2024,3,9,September,38,17,2,Tuesday,False,False,False,False
2024-09-18,2024-09-18,2024,3,9,September,38,18,3,Wednesday,False,False,False,False
2024-09-19,2024-09-19,2024,3,9,September,38,19,4,Thursday,False,False,False,False
2024-09-20,2024-09-20,2024,3,9,September,38,20,5,Friday,False,False,False,False
2024-09-21,2024-09-21,2024,3,9,September,38,21,6,Saturday,True,False,False,False
2024-09-22,2024-09-22,2024,3,9,September,38,22,7,Sunday,True,False,False,False
2024-09-23,2024-09-23,2024,3,9,September,39,23,1,Monday,False,False,False,False
2024-09-24,2024-09-24,2024,3,9,September,39,24,2,Tuesday,False,False,False,False
2024-09-25,2024-09-25,2024,3,9,September,39,25,3,Wednesday,False,False,False,False
2024-09-26,2024-09-26,2024,3,9,September,39,26,4,Thursday,False,False,False,False
2024-09-27,2024-09-27,2024,3,9,September,39,27,5,Friday,False,False,False,False
2024-09-28,2024-09-28,2024,3,9,September,39,28,6,Saturday,True,False,False,False
2024-09-29,2024-09-29,2024,3,9,September,39,29,7,Sunday,True,False,False,False
2024-09-30,2024-09-30,2024,3,9,September,40,30,1,Monday,False,True,True,False
2024-10-01,2024-10-01,2024,4,10,October,40,1,2,Tuesday,False,False,False,False
2024-10-02,2024-10-02,2024,4,10,October,40,2,3,Wednesday,False,False,False,False
2024-10-03,2024-10-03,2024,4,10,October,40,3,4,Thursday,False,False,False,False
2024-10-04,2024-10-04,2024,4,10,October,40,4,5,Friday,False,False,False,False
2024-10-05,2024-10-05,2024,4,10,October,40,5,6,Saturday,True,False,False,False
2024-10-06,2024-10-06,2024,4,10,October,40,6,7,Sunday,True,False,False,False
2024-10-07,2024-10-07,2024,4,10,October,41,7,1,Monday,False,False,False,False
2024-10-08,2024-10-08,2024,4,10,October,41,8,2,Tuesday,False,False,False,False
2024-10-09,2024-10-09,2024,4,10,October,41,9,3,Wednesday,False,False,False,False
2024-10-10,2024-10-10,2024,4,10,October,41,10,4,Thursday,False,False,False,False
2024-10-11,2024-10-11,2024,4,10,October,41,11,5,Friday,False,False,False,False
2024-10-12,2024-10-12,2024,4,10,October,41,12,6,Saturday,True,False,False,False
2024-10-13,2024-10-13,2024,4,10,October,41,13,7,Sunday,True,False,False,False
2024-10-14,2024-10-14,2024,4,10,October,42,14,1,Monday,False,False,False,False
2024-10-15,2024-10-15,2024,4,10,October,42,15,2,Tuesday,False,False,False,False
2024-10-16,2024-10-16,2024,4,10,October,42,16,3,Wednesday,False,False,False,False
2024-10-17,2024-10-17,2024,4,10,October,42,17,4,Thursday,False,False,False,False
2024-10-18,2024-10-18,2024,4,10,October,42,18,5,Friday,False,False,False,False
2024-10-19,2024-10-19,2024,4,10,October,42,19,6,Saturday,True,False,False,False
2024-10-20,2024-10-20,2024,4,10,October,42,20,7,Sunday,True,False,False,False
2024-10-21,2024-10-21,2024,4,10,October,43,21,1,Monday,False,False,False,False
2024-10-22,2024-10-22,2024,4,10,October,43,22,2,Tuesday,False,False,False,False
2024-10-23,2024-10-23,2024,4,10,October,43,23,3,Wednesday,False,False,False,False
2024-10-24,2024-10-24,2024,4,10,October,43,24,4,Thursday,False,False,False,False
2024-10-25,2024-10-25,2024,4,10,October,43,25,5,Friday,False,False,False,False
2024-10-26,2024-10-26,2024,4,10,October,43,26,6,Saturday,True,False,False,False
2024-10-27,2024-10-27,2024,4,10,October,43,27,7,Sunday,True,False,False,False
2024-10-28,2024-10-28,2024,4,10,October,44,28,1,Monday,False,False,False,False
2024-10-29,2024-10-29,2024,4,10,October,44,29,2,Tuesday,False,False,False,False
2024-10-30,2024-10-30,2024,4,10,October,44,30,3,Wednesday,False,False,False,False
2024-10-31,2024-10-31,2024,4,10,October,44,31,4,Thursday,False,True,False,False
2024-11-01,2024-11-01,2024,4,11,November,44,1,5,Friday,False,False,False,False
2024-11-02,2024-11-02,2024,4,11,November,44,2,6,Saturday,True,False,False,False
2024-11-03,2024-11-03,2024,4,11,November,44,3,7,Sunday,True,False,False,False
2024-11-04,2024-11-04,2024,4,11,November,45,4,1,Monday,False,False,False,False
2024-11-05,2024-11-05,2024,4,11,November,45,5,2,Tuesday,False,False,False,False
2024-11-06,2024-11-06,2024,4,11,November,45,6,3,Wednesday,False,False,False,False
2024-11-07,2024-11-07,2024,4,11,November,45,7,4,Thursday,False,False,False,False
2024-11-08,2024-11-08,2024,4,11,November,45,8,5,Friday,False,False,False,False
2024-11-09,2024-11-09,2024,4,11,November,45,9,6,Saturday,True,False,False,False
2024-11-10,2024-11-10,2024,4,11,November,45,10,7,Sunday,True,False,False,False
2024-11-11,2024-11-11,2024,4,11,November,46,11,1,Monday,False,False,False,False
2024-11-12,2024-11-12,2024,4,11,November,46,12,2,Tuesday,False,False,False,False
2024-11-13,2024-11-13,2024,4,11,November,46,13,3,Wednesday,False,False,False,False
2024-11-14,2024-11-14,2024,4,11,November,46,14,4,Thursday,False,False,False,False
2024-11-15,2024-11-15,2024,4,11,November,46,15,5,Friday,False,False,False,False
2024-11-16,2024-11-16,2024,4,11,November,46,16,6,Saturday,True,False,False,False
2024-11-17,2024-11-17,2024,4,11,November,46,17,7,Sunday,True,False,False,False
2024-11-18,2024-11-18,2024,4,11,November,47,18,1,Monday,False,False,False,False
2024-11-19,2024-11-19,2024,4,11,November,47,19,2,Tuesday,False,False,False,False
2024-11-20,2024-11-20,2024,4,11,November,47,20,3,Wednesday,False,False,False,False
2024-11-21,2024-11-21,2024,4,11,November,47,21,4,Thursday,False,False,False,False
2024-11-22,2024-11-22,2024,4,11,November,47,22,5,Friday,False,False,False,False
2024-11-23,2024-11-23,2024,4,11,November,47,23,6,Saturday,True,False,False,False
2024-11-24,2024-11-24,2024,4,11,November,47,24,7,Sunday,True,False,False,False
2024-11-25,2024-11-25,2024,4,11,November,48,25,1,Monday,False,False,False,False
2024-11-26,2024-11-26,2024,4,11,November,48,26,2,Tuesday,False,False,False,False
2024-11-27,2024-11-27,2024,4,11,November,48,27,3,Wednesday,False,False,False,False
2024-11-28,2024-11-28,2024,4,11,November,48,28,4,Thursday,False,False,False,False
2024-11-29,2024-11-29,2024,4,11,November,48,29,5,Friday,False,False,False,False
2024-11-30,2024-11-30,2024,4,11,November,48,30,6,Saturday,True,True,False,False
2024-12-01,2024-12-01,2024,4,12,December,48,1,7,Sunday,True,False,False,False
2024-12-02,2024-12-02,2024,4,12,December,49,2,1,Monday,False,False,False,False
2024-12-03,2024-12-03,2024,4,12,December,49,3,2,Tuesday,False,False,False,False
2024-12-04,2024-12-04,2024,4,12,December,49,4,3,Wednesday,False,False,False,False
2024-12-05,2024-12-05,2024,4,12,December,49,5,4,Thursday,False,False,False,False
2024-12-06,2024-12-06,2024,4,12,December,49,6,5,Friday,False,False,False,False
2024-12-07,2024-12-07,2024,4,12,December,49,7,6,Saturday,True,False,False,False
2024-12-08,2024-12-08,2024,4,12,December,49,8,7,Sunday,True,False,False,False
2024-12-09,2024-12-09,2024,4,12,December,50,9,1,Monday,False,False,False,False
2024-12-10,2024-12-10,2024,4,12,December,50,10,2,Tuesday,False,False,False,False
2024-12-11,2024-12-11,2024,4,12,December,50,11,3,Wednesday,False,False,False,False
2024-12-12,2024-12-12,2024,4,12,December,50,12,4,Thursday,False,False,False,False
2024-12-13,2024-12-13,2024,4,12,December,50,13,5,Friday,False,False,False,False
2024-12-14,2024-12-14,2024,4,12,December,50,14,6,Saturday,True,False,False,False
2024-12-15,2024-12-15,2024,4,12,December,50,15,7,Sunday,True,False,False,False
2024-12-16,2024-12-16,2024,4,12,December,51,16,1,Monday,False,False,False,False
2024-12-17,2024-12-17,2024,4,12,December,51,17,2,Tuesday,False,False,False,False
2024-12-18,2024-12-18,2024,4,12,December,51,18,3,Wednesday,False,False,False,False
2024-12-19,2024-12-19,2024,4,12,December,51,19,4,Thursday,False,False,False,False
2024-12-20,2024-12-20,2024,4,12,December,51,20,5,Friday,False,False,False,False
2024-12-21,2024-12-21,2024,4,12,December,51,21,6,Saturday,True,False,False,False
2024-12-22,2024-12-22,2024,4,12,December,51,22,7,Sunday,True,False,False,False
2024-12-23,2024-12-23,2024,4,12,December,52,23,1,Monday,False,False,False,False
2024-12-24,2024-12-24,2024,4,12,December,52,24,2,Tuesday,False,False,False,False
2024-12-25,2024-12-25,2024,4,12,December,52,25,3,Wednesday,False,False,False,False
2024-12-26,2024-12-26,2024,4,12,December,52,26,4,Thursday,False,False,False,False
2024-12-27,2024-12-27,2024,4,12,December,52,27,5,Friday,False,False,False,False
2024-12-28,2024-12-28,2024,4,12,December,52,28,6,Saturday,True,False,False,False
2024-12-29,2024-12-29,2024,4,12,December,52,29,7,Sunday,True,False,False,False
2024-12-30,2024-12-30,2024,4,12,December,1,30,1,Monday,False,False,False,False
2024-12-31,2024-12-31,2024,4,12,December,1,31,2,Tuesday,False,True,True,True
